Mun;Mas;Fem;0 a 4 anos;5 a 9 anos;10 a 14 anos;15 a 19 anos;20 a 29 anos;30 a 39 anos;40 a 49 anos;50 a 59 anos;60 a 69 anos;70 a 79 anos;80 anos e mais;Médico Cirurgião Geral;Médico Clínico;Médico Ginecologista Obstetra;Médico de família e comunidade;Médico Pediatra;Médico geriatra;Médico urologista;Assistente Social;Enfermeiro;Fisioterapeuta;Fonoaudiólogo;Nutricionista;Odontólogo;Psicólogo;Psiquiatra;POSTO DE SAUDE;CENTRO DE SAUDE/UNIDADE BASICA;POLICLINICA;HOSPITAL GERAL;HOSPITAL ESPECIALIZADO;PRONTO SOCORRO GERAL;PRONTO SOCORRO ESPECIALIZADO
311220 Capela Nova;2225;2391;234;242;246;273;593;627;639;731;523;304;204;0.0;7.0;1.0;0.0;1.0;0.0;0.0;0.0;5.0;2.0;0.0;1.0;4.0;2.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0
311230 Capelinha;18963;19358;3247;3073;2727;2855;6969;6561;4958;3659;2440;1228;604;0.0;27.0;2.0;1.0;2.0;0.0;0.0;4.0;38.0;20.0;3.0;6.0;23.0;13.0;1.0;6.0;11.0;0.0;1.0;0.0;0.0;0.0
311240 Capetinga;3660;3200;437;429;412;483;1069;1025;902;762;659;443;239;0.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;6.0;3.0;1.0;1.0;4.0;1.0;1.0;0.0;3.0;0.0;0.0;0.0;1.0;0.0
311250 Capim Branco;4862;5034;590;577;562;674;1620;1519;1346;1228;984;490;306;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;4.0;4.0;1.0;1.0;2.0;3.0;0.0;2.0;3.0;0.0;0.0;0.0;0.0;0.0
311260 Capinópolis;8414;7880;1038;1066;1079;1125;2491;2394;2304;2102;1416;834;445;0.0;1.0;1.0;0.0;2.0;0.0;0.0;2.0;9.0;7.0;1.0;2.0;1.0;5.0;0.0;0.0;5.0;1.0;1.0;0.0;0.0;0.0
311265 Capitão Andrade;2706;2853;462;445;401;351;766;849;728;649;470;280;158;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;4.0;3.0;1.0;2.0;0.0;2.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0
311270 Capitão Enéas;7948;7440;1265;1232;1103;1191;2840;2481;1863;1529;1033;550;301;0.0;2.0;0.0;0.0;0.0;0.0;0.0;1.0;6.0;7.0;1.0;1.0;1.0;2.0;1.0;2.0;10.0;0.0;1.0;0.0;0.0;0.0
311280 Capitólio;4344;4349;482;489;504;555;1227;1238;1308;1200;908;517;265;0.0;4.0;1.0;0.0;1.0;0.0;0.0;0.0;12.0;6.0;1.0;2.0;4.0;1.0;0.0;0.0;4.0;1.0;1.0;0.0;0.0;0.0
311290 Caputira;4811;4507;670;660;621;632;1357;1357;1274;1135;838;482;292;0.0;2.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;3.0;1.0;1.0;3.0;1.0;0.0;5.0;1.0;0.0;0.0;0.0;0.0;0.0
311300 Caraí;12210;11662;2120;2062;1779;1691;3673;3601;2712;2367;1908;1188;771;0.0;4.0;0.0;0.0;1.0;0.0;0.0;2.0;4.0;5.0;0.0;2.0;3.0;2.0;1.0;1.0;7.0;0.0;1.0;0.0;0.0;0.0
311310 Caranaíba;1564;1586;171;180;169;180;442;441;459;452;345;192;119;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;2.0;1.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0
311320 Carandaí;12704;13127;1492;1505;1509;1720;4063;3994;3582;3460;2575;1309;622;0.0;48.0;2.0;0.0;7.0;0.0;0.0;4.0;22.0;7.0;6.0;3.0;23.0;12.0;1.0;8.0;10.0;0.0;1.0;0.0;0.0;0.0
311330 Carangola;16109;16913;1875;1887;1855;2067;5018;4865;4537;4289;3481;2003;1145;2.0;47.0;2.0;0.0;10.0;0.0;0.0;14.0;51.0;32.0;10.0;6.0;16.0;17.0;1.0;4.0;6.0;1.0;2.0;0.0;1.0;0.0
311340 Caratinga;45600;47524;6119;6091;5973;6497;14299;14592;13245;11040;8218;4508;2542;5.0;91.0;9.0;0.0;14.0;1.0;1.0;22.0;109.0;73.0;14.0;22.0;45.0;57.0;6.0;2.0;26.0;1.0;3.0;0.0;0.0;0.0
311350 Carbonita;4819;4604;641;630;548;561;1604;1592;1280;1156;725;432;254;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;6.0;3.0;1.0;1.0;5.0;2.0;0.0;4.0;3.0;0.0;1.0;0.0;0.0;0.0
311360 Careaçu;3477;3349;469;456;436;479;999;943;950;826;654;395;219;0.0;26.0;1.0;0.0;1.0;0.0;0.0;0.0;2.0;2.0;1.0;1.0;7.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0
311370 Carlos Chagas;9176;9340;1116;1136;1085;1096;2718;2897;2514;2274;1834;1146;700;0.0;11.0;1.0;0.0;0.0;0.0;0.0;1.0;9.0;8.0;1.0;1.0;4.0;3.0;1.0;1.0;6.0;0.0;1.0;0.0;0.0;0.0
311380 Carmésia;1352;1308;185;186;174;177;386;372;369;356;242;138;75;0.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;2.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
311390 Carmo da Cachoeira;6089;6104;897;859;820;843;1930;1795;1565;1497;1092;594;301;0.0;1.0;2.0;0.0;1.0;0.0;0.0;0.0;5.0;3.0;0.0;2.0;5.0;1.0;0.0;1.0;3.0;0.0;1.0;0.0;0.0;0.0
311400 Carmo da Mata;5770;5776;628;638;625;746;1780;1725;1668;1559;1115;665;397;0.0;7.0;1.0;0.0;1.0;0.0;0.0;2.0;5.0;4.0;0.0;2.0;0.0;4.0;0.0;0.0;6.0;1.0;1.0;0.0;0.0;0.0
311410 Carmo de Minas;7460;7571;1099;1070;1017;1058;2427;2234;2046;1740;1319;671;350;0.0;5.0;0.0;0.0;4.0;0.0;0.0;2.0;13.0;7.0;2.0;3.0;7.0;9.0;1.0;1.0;7.0;0.0;1.0;0.0;0.0;0.0
311420 Carmo do Cajuru;11442;11458;1446;1455;1446;1544;3718;3431;3364;2985;1953;1056;502;1.0;14.0;0.0;0.0;2.0;0.0;1.0;1.0;9.0;6.0;1.0;1.0;0.0;12.0;0.0;0.0;7.0;0.0;0.0;0.0;0.0;0.0
311430 Carmo do Paranaíba;15387;14952;1643;1683;1676;1823;4490;4336;4435;4221;3239;1836;957;0.0;54.0;3.0;0.0;1.0;0.0;1.0;8.0;21.0;22.0;4.0;7.0;67.0;20.0;1.0;0.0;9.0;1.0;2.0;0.0;0.0;0.0
311440 Carmo do Rio Claro;11019;10291;1237;1248;1238;1285;3125;3190;3179;2867;2161;1168;612;1.0;15.0;0.0;0.0;1.0;0.0;0.0;1.0;14.0;10.0;1.0;5.0;9.0;9.0;2.0;2.0;8.0;0.0;1.0;0.0;0.0;0.0
311450 Carmópolis de Minas;10221;9535;1150;1145;1146;1376;3146;3148;2905;2573;1734;923;510;0.0;8.0;0.0;0.0;4.0;0.0;0.0;1.0;12.0;12.0;3.0;2.0;14.0;8.0;1.0;1.0;6.0;3.0;1.0;0.0;0.0;0.0
311455 Carneirinho;5195;4908;592;589;569;640;1520;1659;1523;1255;926;556;274;0.0;6.0;0.0;0.0;1.0;0.0;0.0;1.0;16.0;13.0;2.0;1.0;6.0;6.0;1.0;3.0;3.0;1.0;0.0;0.0;0.0;0.0
311460 Carrancas;2054;1998;242;237;213;222;601;568;530;561;468;261;149;0.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;5.0;3.0;0.0;1.0;1.0;1.0;0.0;0.0;2.0;0.0;1.0;0.0;0.0;0.0
311470 Carvalhópolis;1806;1808;217;218;205;221;518;478;448;492;411;251;155;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;1.0;1.0;2.0;2.0;2.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
311480 Carvalhos;2294;2151;182;188;192;223;638;661;620;727;532;309;173;0.0;3.0;0.0;0.0;0.0;0.0;0.0;1.0;8.0;2.0;0.0;1.0;0.0;1.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0
311490 Casa Grande;1159;1092;125;126;121;150;347;337;358;293;193;131;70;0.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;2.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
311500 Cascalho Rico;1675;1433;188;184;173;170;409;379;492;475;315;220;103;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;1.0;3.0;0.0;1.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
311510 Cássia;8983;8758;1036;1051;1030;1141;2609;2509;2406;2273;1982;1130;574;1.0;18.0;0.0;0.0;3.0;0.0;0.0;3.0;15.0;7.0;3.0;2.0;9.0;6.0;1.0;0.0;5.0;0.0;1.0;0.0;1.0;0.0
311530 Cataguases;37491;38451;3905;4016;4125;4497;11062;11727;10796;10282;8283;4643;2606;1.0;83.0;5.0;0.0;15.0;0.0;0.0;14.0;51.0;86.0;12.0;16.0;105.0;36.0;3.0;0.0;18.0;4.0;1.0;0.0;0.0;0.0
311535 Catas Altas;2669;2796;365;358;334;375;926;799;830;678;452;233;115;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;3.0;1.0;1.0;2.0;3.0;0.0;1.0;2.0;1.0;0.0;0.0;0.0;0.0
311540 Catas Altas da Noruega;1850;1815;232;232;216;231;588;634;513;433;306;186;94;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;2.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
311545 Catuji;3084;3122;554;529;460;439;961;973;795;633;450;256;156;0.0;1.0;0.0;0.0;0.0;0.0;0.0;2.0;8.0;2.0;0.0;1.0;0.0;3.0;1.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0
311547 Catuti;2549;2395;321;325;275;269;794;759;673;672;451;269;136;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;5.0;1.0;1.0;1.0;0.0;1.0;0.0;2.0;3.0;0.0;0.0;0.0;0.0;0.0
311550 Caxambu;10460;11106;1159;1202;1159;1232;2988;2945;2958;2943;2608;1524;848;1.0;19.0;1.0;0.0;2.0;0.0;0.0;4.0;16.0;10.0;4.0;3.0;18.0;6.0;1.0;0.0;8.0;1.0;1.0;0.0;0.0;0.0
311560 Cedro do Abaeté;592;558;61;58;51;61;159;152;162;152;148;88;58;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;1.0;1.0;2.0;0.0;2.0;0.0;0.0;2.0;1.0;0.0;0.0;0.0;0.0
311570 Central de Minas;3464;3595;412;435;420;419;963;1007;1051;1001;715;400;236;0.0;2.0;2.0;0.0;1.0;0.0;0.0;1.0;6.0;2.0;0.0;1.0;0.0;1.0;0.0;0.0;4.0;0.0;1.0;0.0;0.0;0.0
311580 Centralina;5233;5110;625;641;633;664;1503;1452;1388;1357;1066;653;361;1.0;6.0;0.0;0.0;0.0;0.0;0.0;2.0;9.0;2.0;1.0;1.0;1.0;4.0;0.0;1.0;4.0;0.0;1.0;0.0;0.0;0.0
311590 Chácara;1617;1599;149;147;136;179;483;412;452;535;405;202;116;0.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;2.0;1.0;1.0;2.0;1.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0
311600 Chalé;2878;2817;338;329;310;346;831;852;821;716;606;334;212;0.0;9.0;0.0;0.0;1.0;0.0;0.0;1.0;7.0;2.0;1.0;1.0;0.0;1.0;0.0;3.0;2.0;0.0;0.0;0.0;0.0;0.0
311610 Chapada do Norte;7690;7644;1243;1233;1145;1206;2642;2721;1915;1469;956;543;261;0.0;2.0;0.0;0.0;0.0;0.0;0.0;1.0;5.0;5.0;1.0;3.0;0.0;1.0;0.0;1.0;8.0;0.0;0.0;0.0;0.0;0.0
311615 Chapada Gaúcha;7528;6689;1443;1310;1134;1165;2703;2571;1519;1018;755;399;200;0.0;3.0;0.0;0.0;0.0;0.0;0.0;2.0;9.0;3.0;0.0;0.0;1.0;1.0;0.0;2.0;2.0;0.0;1.0;0.0;0.0;0.0
311620 Chiador;1254;1403;173;170;167;178;355;359;350;357;280;177;91;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;2.0;2.0;0.0;1.0;2.0;1.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0
311630 Cipotânea;3497;3314;371;374;362;404;1094;1149;917;906;594;390;250;0.0;2.0;0.0;0.0;0.0;0.0;0.0;2.0;4.0;3.0;1.0;1.0;4.0;1.0;0.0;2.0;1.0;0.0;1.0;0.0;0.0;0.0
311640 Claraval;2515;2358;361;352;326;337;763;742;646;536;458;250;102;0.0;4.0;1.0;0.0;1.0;0.0;0.0;0.0;3.0;3.0;2.0;1.0;2.0;2.0;1.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0
311650 Claro dos Poções;3772;3706;451;471;438;410;1062;1130;1079;955;728;476;278;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;5.0;4.0;0.0;1.0;0.0;1.0;0.0;3.0;5.0;0.0;0.0;0.0;0.0;0.0
311660 Cláudio;14904;14189;1910;1861;1864;2157;4821;4782;4243;3374;2301;1167;613;1.0;10.0;0.0;0.0;3.0;0.0;0.0;5.0;18.0;20.0;6.0;3.0;9.0;14.0;1.0;0.0;8.0;1.0;1.0;0.0;0.0;0.0
311670 Coimbra;3877;3754;434;442;429;512;1168;1069;1078;1047;760;430;262;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;3.0;1.0;0.0;1.0;0.0;2.0;0.0;0.0;4.0;0.0;0.0;0.0;0.0;0.0
311680 Coluna;4434;4376;660;654;587;592;1367;1376;1206;979;718;428;243;0.0;6.0;0.0;0.0;0.0;0.0;0.0;0.0;6.0;2.0;0.0;2.0;8.0;2.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0
311690 Comendador Gomes;1669;1459;219;214;215;213;471;497;426;390;274;138;71;0.0;3.0;1.0;0.0;1.0;0.0;0.0;0.0;5.0;2.0;1.0;2.0;1.0;2.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0
311700 Comercinho;3388;3236;447;463;412;382;945;970;861;757;632;469;286;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;2.0;1.0;1.0;0.0;1.0;0.0;0.0;5.0;0.0;0.0;0.0;0.0;0.0
311710 Conceição da Aparecida;5234;5117;705;713;701;719;1469;1567;1413;1247;951;551;315;0.0;3.0;0.0;0.0;1.0;0.0;0.0;2.0;7.0;6.0;1.0;3.0;12.0;4.0;0.0;0.0;4.0;0.0;1.0;0.0;0.0;0.0
311520 Conceição da Barra de Minas;2069;1870;201;210;209;245;594;605;598;547;369;233;128;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;2.0;1.0;2.0;2.0;2.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0
311730 Conceição das Alagoas;15379;13403;2239;2168;2292;2598;5385;4940;3711;2713;1629;771;336;1.0;43.0;0.0;0.0;2.0;0.0;0.0;2.0;18.0;12.0;3.0;2.0;4.0;12.0;1.0;0.0;7.0;0.0;1.0;0.0;0.0;0.0
311720 Conceição das Pedras;1513;1301;137;137;133;151;379;430;435;419;307;178;108;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;2.0;2.0;0.0;0.0;2.0;0.0;1.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0
311740 Conceição de Ipanema;2327;2254;280;289;271;261;588;655;701;654;441;270;171;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;2.0;1.0;1.0;1.0;2.0;0.0;1.0;2.0;0.0;0.0;0.0;0.0;0.0
311750 Conceição do Mato Dentro;8882;8556;1316;1280;1132;1160;2909;2699;2203;1991;1406;817;525;0.0;27.0;1.0;0.0;0.0;0.0;0.0;0.0;28.0;17.0;2.0;4.0;10.0;5.0;1.0;9.0;2.0;0.0;2.0;0.0;0.0;0.0
311760 Conceição do Pará;2841;2717;338;335;321;337;771;826;792;747;554;346;191;0.0;2.0;0.0;0.0;1.0;0.0;0.0;0.0;3.0;2.0;2.0;1.0;1.0;2.0;1.0;0.0;6.0;0.0;0.0;0.0;0.0;0.0
311770 Conceição do Rio Verde;6907;6822;954;928;875;926;2126;1953;1780;1692;1341;746;408;0.0;6.0;2.0;0.0;0.0;0.0;0.0;1.0;9.0;6.0;2.0;1.0;9.0;4.0;0.0;1.0;6.0;0.0;1.0;0.0;0.0;0.0
311780 Conceição dos Ouros;6081;5771;807;820;813;826;1884;1834;1618;1457;1025;525;243;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;7.0;2.0;1.0;2.0;4.0;2.0;0.0;0.0;4.0;0.0;0.0;0.0;0.0;0.0
311783 Cônego Marinho;3915;3815;586;581;496;521;1255;1224;961;764;602;475;265;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;2.0;0.0;1.0;0.0;2.0;0.0;2.0;3.0;0.0;0.0;0.0;0.0;0.0
311787 Confins;3374;3493;395;393;389;474;1211;1047;1042;870;604;289;153;0.0;13.0;0.0;0.0;1.0;0.0;0.0;2.0;8.0;3.0;0.0;1.0;6.0;2.0;1.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0
311790 Congonhal;6297;5912;626;627;633;754;1771;1781;1829;1729;1332;755;372;0.0;8.0;2.0;0.0;6.0;0.0;0.0;2.0;11.0;6.0;1.0;1.0;2.0;2.0;0.0;0.0;5.0;0.0;0.0;0.0;0.0;0.0
311800 Congonhas;27496;28340;3503;3527;3550;3823;9433;9501;7590;6752;4832;2268;1057;1.0;64.0;3.0;0.0;44.0;0.0;0.0;11.0;62.0;35.0;13.0;11.0;37.0;34.0;3.0;3.0;21.0;0.0;1.0;0.0;0.0;0.0
311810 Congonhas do Norte;2565;2482;352;344;292;320;828;739;711;580;422;289;170;0.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;2.0;0.0;0.0;0.0;0.0;0.0
311820 Conquista;3502;3495;424;420;406;483;1084;1084;954;887;668;395;192;0.0;7.0;1.0;0.0;1.0;0.0;0.0;2.0;8.0;8.0;2.0;1.0;2.0;3.0;0.0;1.0;3.0;0.0;1.0;0.0;0.0;0.0
311830 Conselheiro Lafaiete;63491;67093;7514;7556;7894;8754;20426;22126;18241;15826;12757;6458;3032;17.0;109.0;15.0;0.0;20.0;0.0;1.0;32.0;134.0;55.0;34.0;26.0;119.0;91.0;4.0;6.0;33.0;1.0;5.0;0.0;0.0;0.0
311840 Conselheiro Pena;11125;11850;1530;1564;1471;1476;3374;3279;3139;2882;2192;1320;748;2.0;12.0;2.0;0.0;1.0;0.0;0.0;2.0;14.0;11.0;2.0;3.0;2.0;6.0;1.0;0.0;6.0;0.0;1.0;0.0;0.0;0.0
311850 Consolação;927;859;102;102;96;102;262;221;240;254;197;136;74;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
311860 Contagem;325974;347875;41011;40852;42621;48841;110181;112912;101529;78361;57172;28457;11912;42.0;296.0;42.0;5.0;133.0;1.0;3.0;83.0;599.0;233.0;98.0;71.0;461.0;274.0;18.0;0.0;79.0;35.0;4.0;1.0;0.0;0.0
311870 Coqueiral;4516;4583;531;534;502;565;1345;1331;1226;1186;1015;539;325;0.0;6.0;0.0;0.0;1.0;0.0;0.0;1.0;6.0;4.0;1.0;0.0;0.0;5.0;1.0;4.0;4.0;2.0;0.0;0.0;1.0;0.0
311880 Coração de Jesus;13615;13005;1963;1937;1699;1579;4166;4289;3542;3202;2195;1340;708;0.0;26.0;2.0;0.0;3.0;0.0;0.0;3.0;22.0;9.0;1.0;5.0;4.0;8.0;1.0;0.0;12.0;1.0;1.0;0.0;0.0;0.0
311890 Cordisburgo;4663;4240;437;451;443;467;1220;1384;1302;1230;1018;601;350;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.0;0.0;0.0;1.0;2.0;1.0;0.0;0.0;4.0;0.0;0.0;0.0;0.0;0.0
311900 Cordislândia;1826;1720;250;249;227;231;551;504;450;457;341;198;88;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;2.0;0.0;1.0;2.0;1.0;0.0;0.0;4.0;0.0;0.0;0.0;0.0;0.0
311910 Corinto;11845;11762;1470;1487;1424;1499;3466;3509;3193;3038;2476;1284;761;0.0;11.0;0.0;0.0;2.0;0.0;0.0;2.0;12.0;4.0;0.0;2.0;13.0;3.0;0.0;0.0;9.0;1.0;0.0;0.0;0.0;0.0
311920 Coroaci;4989;4908;590;592;543;617;1520;1500;1383;1217;969;579;387;0.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;7.0;3.0;1.0;1.0;0.0;3.0;0.0;0.0;6.0;0.0;0.0;0.0;0.0;0.0
311930 Coromandel;14040;13918;1539;1548;1510;1689;4115;4094;4076;4051;2933;1639;764;1.0;13.0;1.0;0.0;3.0;0.0;0.0;7.0;34.0;16.0;4.0;5.0;13.0;16.0;0.0;2.0;15.0;5.0;2.0;0.0;1.0;0.0
311940 Coronel Fabriciano;53390;57319;6802;6858;7013;7686;17046;17447;15590;13519;10540;5416;2792;5.0;87.0;7.0;0.0;39.0;0.0;1.0;10.0;108.0;54.0;15.0;22.0;48.0;46.0;1.0;2.0;14.0;4.0;2.0;0.0;0.0;0.0
311950 Coronel Murta;4751;4458;611;597;544;573;1428;1485;1217;1071;858;486;339;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;2.0;1.0;0.0;2.0;3.0;0.0;0.0;0.0;0.0;0.0
311960 Coronel Pacheco;1534;1561;152;160;162;176;430;469;424;481;340;194;107;0.0;7.0;1.0;0.0;0.0;0.0;1.0;0.0;3.0;2.0;1.0;1.0;3.0;1.0;0.0;2.0;1.0;0.0;0.0;0.0;0.0;0.0
311970 Coronel Xavier Chaves;1699;1749;217;223;223;211;484;455;516;469;323;215;112;0.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;1.0;0.0;0.0;4.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0
311980 Córrego Danta;1677;1491;154;154;153;191;382;412;448;467;386;279;142;0.0;2.0;1.0;0.0;1.0;0.0;0.0;0.0;2.0;4.0;1.0;2.0;1.0;1.0;0.0;1.0;2.0;1.0;0.0;0.0;0.0;0.0
311990 Córrego do Bom Jesus;1885;1800;162;176;173;161;440;473;508;553;498;350;191;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
311995 Córrego Fundo;3348;3077;340;341;338;427;1009;1015;1028;868;589;305;165;0.0;6.0;0.0;0.0;0.0;0.0;0.0;0.0;5.0;3.0;1.0;1.0;0.0;1.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0
312000 Córrego Novo;1346;1342;189;189;172;162;360;411;378;352;253;144;78;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;3.0;1.0;1.0;1.0;1.0;0.0;2.0;1.0;0.0;0.0;0.0;0.0;0.0
312010 Couto de Magalhães de Minas;2241;2195;285;296;274;257;712;667;593;559;410;235;148;0.0;2.0;0.0;0.0;1.0;0.0;0.0;1.0;5.0;2.0;0.0;2.0;2.0;1.0;1.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0
312015 Crisólita;3418;3396;591;549;440;451;1192;1043;893;689;443;320;203;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;2.0;0.0;1.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0
312020 Cristais;6635;6425;886;882;896;917;1949;2082;1850;1464;1118;650;366;0.0;12.0;0.0;0.0;0.0;0.0;0.0;3.0;5.0;4.0;2.0;3.0;7.0;4.0;0.0;0.0;5.0;1.0;1.0;0.0;0.0;0.0
312030 Cristália;3078;2914;578;548;477;525;1142;1012;668;477;297;178;90;0.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0;2.0;0.0;0.0;0.0;1.0;0.0;1.0;2.0;0.0;0.0;0.0;0.0;0.0
312040 Cristiano Otoni;2552;2609;359;355;347;397;839;768;751;616;410;214;105;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;2.0;1.0;0.0;0.0;0.0;0.0;0.0
312050 Cristina;5222;4989;565;577;576;613;1488;1520;1485;1458;995;613;321;0.0;5.0;1.0;0.0;1.0;0.0;0.0;2.0;9.0;7.0;2.0;1.0;7.0;3.0;0.0;4.0;4.0;1.0;1.0;0.0;0.0;0.0
312060 Crucilândia;2608;2464;283;292;287;313;674;712;728;760;537;303;183;0.0;2.0;0.0;0.0;1.0;0.0;0.0;2.0;9.0;5.0;1.0;1.0;2.0;4.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0
312070 Cruzeiro da Fortaleza;1864;1787;268;272;261;268;579;508;470;442;308;171;104;0.0;2.0;0.0;0.0;0.0;0.0;0.0;1.0;6.0;2.0;0.0;1.0;0.0;2.0;0.0;0.0;5.0;0.0;0.0;0.0;0.0;0.0
312080 Cruzília;7749;7780;849;848;816;965;2520;2257;2017;2139;1670;926;522;0.0;7.0;1.0;0.0;3.0;0.0;0.0;3.0;17.0;5.0;1.0;3.0;7.0;8.0;0.0;0.0;7.0;1.0;1.0;0.0;0.0;0.0
312083 Cuparaque;2518;2508;364;370;356;332;744;754;701;619;422;234;130;0.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;4.0;0.0;1.0;2.0;2.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0
312087 Curral de Dentro;3988;3879;663;608;523;584;1343;1208;941;823;611;377;186;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;3.0;1.0;1.0;1.0;1.0;0.0;0.0;5.0;0.0;0.0;0.0;0.0;0.0
312090 Curvelo;39586;41499;4979;5001;4926;5561;13043;12794;11010;10124;7253;4072;2322;4.0;97.0;0.0;0.0;12.0;0.0;0.0;12.0;77.0;37.0;8.0;17.0;38.0;22.0;7.0;2.0;22.0;1.0;2.0;0.0;0.0;0.0
312100 Datas;2603;2828;386;387;345;342;872;826;708;712;483;229;141;0.0;3.0;0.0;0.0;1.0;0.0;0.0;0.0;5.0;6.0;0.0;1.0;0.0;2.0;0.0;3.0;1.0;0.0;0.0;0.0;0.0;0.0
312110 Delfim Moreira;4252;3755;439;470;459;485;1221;1149;1133;1262;825;373;191;0.0;4.0;0.0;0.0;2.0;0.0;0.0;0.0;12.0;4.0;1.0;1.0;7.0;1.0;0.0;0.0;4.0;1.0;0.0;0.0;0.0;0.0
312120 Delfinópolis;3708;3438;447;441;404;447;1163;1034;1073;959;661;348;169;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;12.0;3.0;1.0;1.0;2.0;1.0;1.0;0.0;7.0;0.0;1.0;0.0;0.0;0.0
312125 Delta;6539;4455;944;915;1031;1119;2039;2040;1418;761;438;209;80;0.0;13.0;1.0;0.0;2.0;0.0;0.0;0.0;8.0;4.0;0.0;0.0;2.0;3.0;0.0;0.0;3.0;1.0;0.0;0.0;0.0;0.0
