Mun;POSTO DE SAUDE;CENTRO DE SAUDE/UNIDADE BASICA;POLICLINICA;HOSPITAL GERAL;HOSPITAL ESPECIALIZADO;PRONTO SOCORRO GERAL;PRONTO SOCORRO ESPECIALIZADO;Total
431530 Quaraí;0.0;7.0;1.0;1.0;0.0;0.0;0.0;9.0
431531 Quatro Irmãos;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0
431532 Quevedos;0.0;1.0;1.0;0.0;0.0;0.0;0.0;2.0
431535 Quinze de Novembro;2.0;1.0;0.0;1.0;0.0;0.0;0.0;4.0
431540 Redentora;10.0;0.0;0.0;0.0;0.0;0.0;0.0;10.0
431545 Relvado;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0
431550 Restinga Seca;2.0;6.0;0.0;1.0;0.0;0.0;0.0;9.0
431555 Rio dos Índios;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0
431560 Rio Grande;21.0;19.0;5.0;2.0;1.0;0.0;0.0;48.0
431570 Rio Pardo;5.0;7.0;0.0;1.0;0.0;0.0;0.0;13.0
431575 Riozinho;1.0;0.0;0.0;1.0;0.0;0.0;0.0;2.0
431580 Roca Sales;0.0;2.0;0.0;1.0;0.0;0.0;0.0;3.0
431590 Rodeio Bonito;2.0;1.0;0.0;1.0;0.0;0.0;0.0;4.0
431595 Rolador;7.0;1.0;0.0;0.0;0.0;0.0;0.0;8.0
431600 Rolante;3.0;5.0;2.0;1.0;0.0;0.0;0.0;11.0
431610 Ronda Alta;0.0;5.0;5.0;2.0;0.0;0.0;0.0;12.0
431620 Rondinha;0.0;2.0;2.0;1.0;0.0;0.0;0.0;5.0
431630 Roque Gonzales;3.0;2.0;0.0;1.0;0.0;0.0;0.0;6.0
431640 Rosário do Sul;4.0;8.0;1.0;1.0;0.0;1.0;0.0;15.0
431642 Sagrada Família;0.0;2.0;1.0;0.0;0.0;0.0;0.0;3.0
431643 Saldanha Marinho;0.0;1.0;1.0;1.0;0.0;0.0;0.0;3.0
431645 Salto do Jacuí;3.0;4.0;0.0;1.0;0.0;0.0;0.0;8.0
431647 Salvador das Missões;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0
431650 Salvador do Sul;0.0;2.0;1.0;1.0;0.0;0.0;0.0;4.0
431660 Sananduva;5.0;0.0;4.0;1.0;0.0;0.0;0.0;10.0
431710 Sant'Ana do Livramento;0.0;14.0;1.0;2.0;1.0;0.0;0.0;18.0
431670 Santa Bárbara do Sul;4.0;1.0;0.0;1.0;0.0;0.0;0.0;6.0
431673 Santa Cecília do Sul;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0
431675 Santa Clara do Sul;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0
431680 Santa Cruz do Sul;2.0;43.0;3.0;3.0;0.0;0.0;0.0;51.0
431697 Santa Margarida do Sul;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0
431690 Santa Maria;0.0;40.0;91.0;7.0;0.0;0.0;0.0;138.0
431695 Santa Maria do Herval;2.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0
431720 Santa Rosa;2.0;20.0;3.0;2.0;0.0;0.0;0.0;27.0
431725 Santa Tereza;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0
431730 Santa Vitória do Palmar;14.0;0.0;1.0;1.0;0.0;0.0;0.0;16.0
431700 Santana da Boa Vista;0.0;2.0;1.0;0.0;0.0;0.0;0.0;3.0
431740 Santiago;0.0;12.0;4.0;1.0;0.0;1.0;0.0;18.0
431750 Santo Ângelo;15.0;18.0;0.0;2.0;0.0;1.0;0.0;36.0
431760 Santo Antônio da Patrulha;0.0;8.0;9.0;1.0;0.0;0.0;0.0;18.0
431770 Santo Antônio das Missões;5.0;4.0;1.0;0.0;0.0;0.0;0.0;10.0
431755 Santo Antônio do Palma;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0
431775 Santo Antônio do Planalto;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0
431780 Santo Augusto;0.0;6.0;1.0;1.0;0.0;0.0;0.0;8.0
431790 Santo Cristo;0.0;2.0;0.0;1.0;0.0;0.0;0.0;3.0
431795 Santo Expedito do Sul;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0
431800 São Borja;1.0;22.0;1.0;1.0;0.0;0.0;0.0;25.0
431805 São Domingos do Sul;1.0;1.0;0.0;0.0;0.0;0.0;0.0;2.0
431810 São Francisco de Assis;0.0;6.0;1.0;1.0;0.0;0.0;0.0;8.0
431820 São Francisco de Paula;7.0;1.0;0.0;1.0;0.0;0.0;0.0;9.0
431830 São Gabriel;0.0;12.0;2.0;1.0;0.0;0.0;0.0;15.0
431840 São Jerônimo;3.0;7.0;1.0;1.0;0.0;0.0;0.0;12.0
431842 São João da Urtiga;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0
431843 São João do Polêsine;0.0;2.0;1.0;1.0;0.0;0.0;0.0;4.0
431844 São Jorge;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0
431845 São José das Missões;0.0;1.0;1.0;0.0;0.0;0.0;0.0;2.0
431846 São José do Herval;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0
431848 São José do Hortêncio;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0
431849 São José do Inhacorá;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0
431850 São José do Norte;6.0;4.0;0.0;1.0;0.0;0.0;0.0;11.0
431860 São José do Ouro;0.0;2.0;3.0;1.0;0.0;0.0;0.0;6.0
431861 São José do Sul;1.0;1.0;0.0;0.0;0.0;0.0;0.0;2.0
431862 São José dos Ausentes;5.0;1.0;0.0;0.0;0.0;0.0;0.0;6.0
431870 São Leopoldo;0.0;23.0;2.0;1.0;0.0;0.0;0.0;26.0
431880 São Lourenço do Sul;0.0;13.0;1.0;2.0;0.0;0.0;0.0;16.0
431890 São Luiz Gonzaga;6.0;13.0;2.0;1.0;0.0;0.0;0.0;22.0
431900 São Marcos;1.0;5.0;2.0;1.0;0.0;0.0;0.0;9.0
431910 São Martinho;0.0;2.0;1.0;1.0;0.0;0.0;0.0;4.0
431912 São Martinho da Serra;0.0;1.0;1.0;0.0;0.0;0.0;0.0;2.0
431915 São Miguel das Missões;0.0;3.0;0.0;1.0;0.0;0.0;0.0;4.0
431920 São Nicolau;1.0;3.0;0.0;0.0;0.0;0.0;0.0;4.0
431930 São Paulo das Missões;3.0;2.0;0.0;1.0;0.0;0.0;0.0;6.0
431935 São Pedro da Serra;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0
431936 São Pedro das Missões;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0
431937 São Pedro do Butiá;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0
431940 São Pedro do Sul;0.0;6.0;1.0;1.0;0.0;0.0;0.0;8.0
431950 São Sebastião do Caí;0.0;5.0;1.0;1.0;0.0;0.0;0.0;7.0
431960 São Sepé;0.0;8.0;1.0;1.0;0.0;0.0;0.0;10.0
431970 São Valentim;1.0;1.0;0.0;0.0;0.0;0.0;0.0;2.0
431971 São Valentim do Sul;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
431973 São Valério do Sul;1.0;1.0;0.0;0.0;0.0;0.0;0.0;2.0
431975 São Vendelino;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0
431980 São Vicente do Sul;1.0;4.0;1.0;0.0;0.0;0.0;0.0;6.0
431990 Sapiranga;5.0;8.0;5.0;1.0;0.0;0.0;0.0;19.0
432000 Sapucaia do Sul;14.0;12.0;1.0;1.0;0.0;0.0;0.0;28.0
432010 Sarandi;2.0;4.0;3.0;1.0;0.0;0.0;0.0;10.0
432020 Seberi;0.0;4.0;0.0;1.0;0.0;0.0;0.0;5.0
432023 Sede Nova;0.0;1.0;1.0;0.0;0.0;0.0;0.0;2.0
432026 Segredo;3.0;2.0;1.0;1.0;0.0;0.0;0.0;7.0
432030 Selbach;2.0;1.0;0.0;1.0;0.0;0.0;0.0;4.0
432032 Senador Salgado Filho;2.0;1.0;0.0;0.0;0.0;0.0;0.0;3.0
432035 Sentinela do Sul;1.0;1.0;0.0;0.0;0.0;0.0;0.0;2.0
432040 Serafina Corrêa;1.0;5.0;2.0;1.0;0.0;0.0;0.0;9.0
432045 Sério;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0
432050 Sertão;1.0;0.0;0.0;1.0;0.0;0.0;0.0;2.0
432055 Sertão Santana;0.0;2.0;0.0;0.0;0.0;0.0;0.0;2.0
432057 Sete de Setembro;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0
432060 Severiano de Almeida;2.0;1.0;0.0;1.0;0.0;0.0;0.0;4.0
432065 Silveira Martins;0.0;2.0;0.0;0.0;0.0;0.0;0.0;2.0
432067 Sinimbu;1.0;3.0;0.0;1.0;0.0;0.0;0.0;5.0
432070 Sobradinho;6.0;0.0;2.0;2.0;0.0;0.0;0.0;10.0
432080 Soledade;8.0;10.0;1.0;1.0;0.0;0.0;0.0;20.0
432085 Tabaí;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0
432090 Tapejara;6.0;0.0;4.0;1.0;0.0;0.0;0.0;11.0
432100 Tapera;1.0;4.0;2.0;1.0;0.0;0.0;0.0;8.0
432110 Tapes;0.0;5.0;0.0;1.0;0.0;0.0;0.0;6.0
432120 Taquara;2.0;9.0;3.0;1.0;0.0;1.0;0.0;16.0
432130 Taquari;8.0;2.0;2.0;1.0;0.0;0.0;0.0;13.0
432132 Taquaruçu do Sul;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0
432135 Tavares;2.0;0.0;1.0;0.0;0.0;0.0;0.0;3.0
432140 Tenente Portela;4.0;6.0;0.0;1.0;0.0;0.0;0.0;11.0
432143 Terra de Areia;0.0;5.0;0.0;0.0;0.0;0.0;0.0;5.0
432145 Teutônia;2.0;6.0;0.0;1.0;0.0;0.0;0.0;9.0
432146 Tio Hugo;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0
432147 Tiradentes do Sul;1.0;2.0;0.0;0.0;0.0;0.0;0.0;3.0
432149 Toropi;1.0;0.0;1.0;0.0;0.0;0.0;0.0;2.0
432150 Torres;0.0;11.0;1.0;1.0;0.0;0.0;0.0;13.0
432160 Tramandaí;5.0;6.0;2.0;1.0;0.0;0.0;0.0;14.0
432162 Travesseiro;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
432163 Três Arroios;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0
432166 Três Cachoeiras;3.0;4.0;1.0;0.0;0.0;0.0;0.0;8.0
432170 Três Coroas;5.0;1.0;1.0;1.0;0.0;0.0;0.0;8.0
432180 Três de Maio;0.0;8.0;1.0;1.0;0.0;0.0;0.0;10.0
432183 Três Forquilhas;1.0;0.0;1.0;0.0;0.0;0.0;0.0;2.0
432185 Três Palmeiras;1.0;1.0;1.0;0.0;0.0;0.0;0.0;3.0
432190 Três Passos;9.0;1.0;0.0;1.0;0.0;0.0;0.0;11.0
432195 Trindade do Sul;0.0;2.0;1.0;1.0;0.0;0.0;0.0;4.0
432200 Triunfo;1.0;9.0;0.0;1.0;0.0;0.0;0.0;11.0
432210 Tucunduva;2.0;0.0;0.0;1.0;0.0;0.0;0.0;3.0
432215 Tunas;1.0;1.0;0.0;0.0;0.0;0.0;0.0;2.0
432218 Tupanci do Sul;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
432220 Tupanciretã;0.0;5.0;2.0;1.0;0.0;0.0;0.0;8.0
432225 Tupandi;3.0;1.0;0.0;0.0;0.0;0.0;0.0;4.0
432230 Tuparendi;1.0;2.0;1.0;1.0;0.0;0.0;0.0;5.0
432232 Turuçu;0.0;2.0;1.0;0.0;0.0;0.0;0.0;3.0
432234 Ubiretama;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0
432235 União da Serra;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0
432237 Unistalda;0.0;1.0;1.0;0.0;0.0;0.0;0.0;2.0
432240 Uruguaiana;4.0;21.0;2.0;1.0;0.0;0.0;0.0;28.0
432250 Vacaria;0.0;15.0;7.0;1.0;0.0;0.0;0.0;23.0
432253 Vale do Sol;0.0;3.0;0.0;1.0;0.0;0.0;0.0;4.0
432254 Vale Real;3.0;2.0;0.0;0.0;0.0;0.0;0.0;5.0
432252 Vale Verde;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
432255 Vanini;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0
432260 Venâncio Aires;12.0;15.0;4.0;1.0;0.0;0.0;0.0;32.0
432270 Vera Cruz;7.0;0.0;5.0;1.0;0.0;0.0;0.0;13.0
432280 Veranópolis;0.0;6.0;0.0;1.0;0.0;0.0;0.0;7.0
432285 Vespasiano Correa;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0
432290 Viadutos;0.0;1.0;0.0;1.0;0.0;0.0;0.0;2.0
432300 Viamão;0.0;20.0;4.0;1.0;1.0;0.0;0.0;26.0
432310 Vicente Dutra;1.0;1.0;0.0;0.0;0.0;0.0;0.0;2.0
432320 Victor Graeff;1.0;2.0;0.0;0.0;0.0;0.0;0.0;3.0
432330 Vila Flores;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0
432335 Vila Lângaro;2.0;1.0;0.0;0.0;0.0;0.0;0.0;3.0
432340 Vila Maria;2.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0
432345 Vila Nova do Sul;0.0;1.0;1.0;0.0;0.0;0.0;0.0;2.0
432350 Vista Alegre;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0
432360 Vista Alegre do Prata;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0
432370 Vista Gaúcha;1.0;1.0;0.0;0.0;0.0;0.0;0.0;2.0
432375 Vitória das Missões;1.0;1.0;0.0;0.0;0.0;0.0;0.0;2.0
432377 Westfalia;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0
432380 Xangri-lá;0.0;5.0;0.0;1.0;0.0;0.0;0.0;6.0
500020 Água Clara;0.0;4.0;2.0;1.0;0.0;0.0;0.0;7.0
500025 Alcinópolis;0.0;3.0;0.0;0.0;0.0;0.0;0.0;3.0
500060 Amambai;1.0;9.0;4.0;2.0;0.0;0.0;0.0;16.0
500070 Anastácio;3.0;10.0;0.0;1.0;0.0;0.0;0.0;14.0
500080 Anaurilândia;0.0;4.0;0.0;1.0;0.0;0.0;0.0;5.0
500085 Angélica;0.0;4.0;0.0;1.0;0.0;0.0;0.0;5.0
500090 Antônio João;0.0;3.0;0.0;1.0;0.0;0.0;0.0;4.0
500100 Aparecida do Taboado;0.0;7.0;0.0;1.0;0.0;0.0;0.0;8.0
500110 Aquidauana;0.0;15.0;2.0;3.0;0.0;0.0;0.0;20.0
500124 Aral Moreira;1.0;4.0;0.0;1.0;0.0;0.0;0.0;6.0
500150 Bandeirantes;1.0;3.0;0.0;0.0;0.0;0.0;0.0;4.0
500190 Bataguassu;0.0;11.0;0.0;1.0;0.0;1.0;0.0;13.0
500200 Batayporã;2.0;5.0;0.0;0.0;0.0;0.0;0.0;7.0
500210 Bela Vista;0.0;7.0;2.0;1.0;0.0;0.0;0.0;10.0
500215 Bodoquena;1.0;4.0;0.0;1.0;0.0;0.0;0.0;6.0
500220 Bonito;0.0;7.0;3.0;1.0;0.0;0.0;0.0;11.0
500230 Brasilândia;1.0;6.0;0.0;1.0;0.0;0.0;0.0;8.0
500240 Caarapó;2.0;5.0;1.0;1.0;0.0;0.0;0.0;9.0
500260 Camapuã;1.0;6.0;0.0;1.0;0.0;0.0;0.0;8.0
500270 Campo Grande;0.0;79.0;74.0;15.0;8.0;0.0;0.0;176.0
500280 Caracol;0.0;3.0;0.0;1.0;0.0;0.0;0.0;4.0
500290 Cassilândia;0.0;12.0;2.0;2.0;0.0;0.0;0.0;16.0
500295 Chapadão do Sul;0.0;8.0;0.0;1.0;0.0;0.0;0.0;9.0
500310 Corguinho;2.0;2.0;0.0;0.0;0.0;0.0;0.0;4.0
500315 Coronel Sapucaia;0.0;3.0;0.0;1.0;0.0;0.0;0.0;4.0
500320 Corumbá;0.0;23.0;18.0;3.0;0.0;2.0;0.0;46.0
500325 Costa Rica;0.0;5.0;0.0;1.0;0.0;0.0;0.0;6.0
500330 Coxim;0.0;9.0;0.0;2.0;0.0;0.0;0.0;11.0
500345 Deodápolis;2.0;6.0;0.0;1.0;0.0;0.0;0.0;9.0
500348 Dois Irmãos do Buriti;4.0;5.0;0.0;0.0;0.0;0.0;0.0;9.0
500350 Douradina;2.0;2.0;0.0;0.0;0.0;0.0;0.0;4.0
500370 Dourados;0.0;35.0;8.0;8.0;1.0;0.0;0.0;52.0
500375 Eldorado;0.0;3.0;0.0;2.0;0.0;0.0;0.0;5.0
500380 Fátima do Sul;0.0;7.0;0.0;1.0;0.0;0.0;0.0;8.0
500390 Figueirão;0.0;1.0;0.0;1.0;0.0;0.0;0.0;2.0
500400 Glória de Dourados;2.0;4.0;0.0;1.0;0.0;0.0;0.0;7.0
500410 Guia Lopes da Laguna;0.0;4.0;0.0;1.0;0.0;0.0;0.0;5.0
500430 Iguatemi;0.0;4.0;0.0;1.0;0.0;0.0;0.0;5.0
500440 Inocência;0.0;5.0;0.0;1.0;0.0;0.0;0.0;6.0
500450 Itaporã;0.0;8.0;0.0;1.0;0.0;0.0;0.0;9.0
500460 Itaquiraí;0.0;7.0;0.0;1.0;0.0;0.0;0.0;8.0
500470 Ivinhema;1.0;8.0;1.0;1.0;0.0;0.0;0.0;11.0
500480 Japorã;0.0;4.0;0.0;0.0;0.0;0.0;0.0;4.0
500490 Jaraguari;0.0;2.0;0.0;0.0;0.0;0.0;0.0;2.0
500500 Jardim;0.0;8.0;0.0;1.0;0.0;0.0;0.0;9.0
500510 Jateí;2.0;3.0;0.0;1.0;0.0;0.0;0.0;6.0
500515 Juti;0.0;2.0;0.0;1.0;0.0;0.0;0.0;3.0
500520 Ladário;0.0;6.0;1.0;1.0;0.0;0.0;0.0;8.0
500525 Laguna Carapã;0.0;4.0;0.0;1.0;0.0;0.0;0.0;5.0
500540 Maracaju;0.0;14.0;0.0;1.0;0.0;0.0;0.0;15.0
500560 Miranda;11.0;6.0;0.0;1.0;0.0;0.0;0.0;18.0
500568 Mundo Novo;0.0;5.0;1.0;1.0;0.0;0.0;0.0;7.0
500570 Naviraí;0.0;13.0;2.0;2.0;0.0;0.0;0.0;17.0
500580 Nioaque;1.0;5.0;1.0;0.0;0.0;0.0;0.0;7.0
500600 Nova Alvorada do Sul;0.0;7.0;1.0;1.0;0.0;0.0;0.0;9.0
500620 Nova Andradina;1.0;11.0;0.0;2.0;0.0;0.0;0.0;14.0
500625 Novo Horizonte do Sul;0.0;3.0;0.0;1.0;0.0;0.0;0.0;4.0
500627 Paraíso das Águas;0.0;5.0;0.0;0.0;0.0;0.0;0.0;5.0
500630 Paranaíba;0.0;13.0;11.0;2.0;1.0;0.0;0.0;27.0
500635 Paranhos;0.0;4.0;0.0;1.0;0.0;0.0;0.0;5.0
500640 Pedro Gomes;0.0;3.0;0.0;1.0;0.0;0.0;0.0;4.0
500660 Ponta Porã;1.0;25.0;6.0;2.0;0.0;0.0;0.0;34.0
500690 Porto Murtinho;0.0;3.0;0.0;1.0;0.0;0.0;0.0;4.0
500710 Ribas do Rio Pardo;5.0;1.0;1.0;1.0;0.0;0.0;0.0;8.0
500720 Rio Brilhante;3.0;11.0;0.0;1.0;0.0;0.0;0.0;15.0
500730 Rio Negro;0.0;3.0;0.0;1.0;0.0;0.0;0.0;4.0
500740 Rio Verde de Mato Grosso;0.0;11.0;0.0;1.0;0.0;0.0;0.0;12.0
500750 Rochedo;0.0;2.0;2.0;0.0;0.0;0.0;0.0;4.0
500755 Santa Rita do Pardo;2.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0
500769 São Gabriel do Oeste;0.0;12.0;0.0;1.0;0.0;0.0;0.0;13.0
500780 Selvíria;0.0;3.0;1.0;0.0;0.0;0.0;0.0;4.0
500770 Sete Quedas;0.0;4.0;0.0;1.0;0.0;0.0;0.0;5.0
500790 Sidrolândia;2.0;13.0;1.0;1.0;0.0;0.0;0.0;17.0
500793 Sonora;0.0;7.0;0.0;1.0;0.0;0.0;0.0;8.0
500795 Tacuru;0.0;2.0;0.0;1.0;0.0;0.0;0.0;3.0
500797 Taquarussu;2.0;2.0;0.0;0.0;0.0;0.0;0.0;4.0
500800 Terenos;5.0;0.0;1.0;0.0;0.0;0.0;0.0;6.0
500830 Três Lagoas;1.0;19.0;14.0;3.0;0.0;0.0;0.0;37.0
500840 Vicentina;1.0;4.0;0.0;1.0;0.0;0.0;0.0;6.0
510010 Acorizal;3.0;1.0;0.0;0.0;0.0;0.0;0.0;4.0
510020 Água Boa;0.0;12.0;0.0;2.0;0.0;0.0;0.0;14.0
510025 Alta Floresta;9.0;16.0;0.0;4.0;0.0;0.0;0.0;29.0
510030 Alto Araguaia;0.0;7.0;0.0;3.0;0.0;0.0;0.0;10.0
510035 Alto Boa Vista;0.0;2.0;0.0;0.0;0.0;0.0;0.0;2.0
510040 Alto Garças;0.0;3.0;2.0;0.0;0.0;0.0;0.0;5.0
510050 Alto Paraguai;2.0;4.0;0.0;0.0;0.0;0.0;0.0;6.0
510060 Alto Taquari;0.0;3.0;0.0;1.0;0.0;0.0;0.0;4.0
510080 Apiacás;0.0;4.0;0.0;1.0;0.0;0.0;0.0;5.0
510100 Araguaiana;0.0;1.0;0.0;0.0;0.0;1.0;0.0;2.0
510120 Araguainha;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0
510125 Araputanga;0.0;5.0;0.0;1.0;0.0;0.0;0.0;6.0
510130 Arenápolis;0.0;4.0;0.0;1.0;0.0;0.0;0.0;5.0
510140 Aripuanã;0.0;4.0;1.0;2.0;0.0;0.0;0.0;7.0
510160 Barão de Melgaço;1.0;3.0;0.0;0.0;0.0;0.0;0.0;4.0
510170 Barra do Bugres;4.0;9.0;1.0;0.0;0.0;0.0;0.0;14.0
510180 Barra do Garças;4.0;21.0;2.0;3.0;0.0;0.0;0.0;30.0
510185 Bom Jesus do Araguaia;0.0;5.0;0.0;0.0;0.0;0.0;0.0;5.0
510190 Brasnorte;5.0;4.0;0.0;1.0;0.0;0.0;0.0;10.0
510250 Cáceres;7.0;14.0;0.0;2.0;0.0;0.0;0.0;23.0
510260 Campinápolis;0.0;3.0;0.0;1.0;0.0;0.0;0.0;4.0
510263 Campo Novo do Parecis;0.0;10.0;8.0;2.0;0.0;0.0;0.0;20.0
510267 Campo Verde;1.0;16.0;0.0;2.0;0.0;0.0;0.0;19.0
510268 Campos de Júlio;1.0;2.0;0.0;1.0;0.0;0.0;0.0;4.0
510269 Canabrava do Norte;0.0;2.0;0.0;0.0;0.0;0.0;0.0;2.0
510270 Canarana;4.0;6.0;0.0;3.0;0.0;0.0;0.0;13.0
510279 Carlinda;2.0;4.0;0.0;0.0;0.0;1.0;0.0;7.0
510285 Castanheira;1.0;3.0;0.0;0.0;0.0;0.0;0.0;4.0
510300 Chapada dos Guimarães;2.0;11.0;0.0;0.0;0.0;0.0;0.0;13.0
510305 Cláudia;0.0;4.0;0.0;1.0;0.0;0.0;0.0;5.0
510310 Cocalinho;0.0;3.0;0.0;1.0;0.0;0.0;0.0;4.0
510320 Colíder;7.0;8.0;0.0;3.0;0.0;0.0;0.0;18.0
510325 Colniza;1.0;7.0;1.0;3.0;0.0;0.0;0.0;12.0
510330 Comodoro;10.0;6.0;0.0;1.0;0.0;1.0;0.0;18.0
510335 Confresa;0.0;8.0;0.0;2.0;0.0;0.0;0.0;10.0
510336 Conquista D'Oeste;2.0;2.0;0.0;0.0;0.0;0.0;0.0;4.0
510337 Cotriguaçu;0.0;5.0;0.0;1.0;0.0;0.0;0.0;6.0
510340 Cuiabá;1.0;90.0;6.0;17.0;9.0;0.0;0.0;123.0
510343 Curvelândia;2.0;2.0;0.0;0.0;0.0;0.0;0.0;4.0
510345 Denise;1.0;3.0;0.0;0.0;0.0;0.0;0.0;4.0
510350 Diamantino;2.0;9.0;0.0;1.0;0.0;0.0;0.0;12.0
510360 Dom Aquino;0.0;4.0;0.0;1.0;0.0;0.0;0.0;5.0
510370 Feliz Natal;1.0;3.0;0.0;0.0;0.0;0.0;0.0;4.0
510380 Figueirópolis D'Oeste;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0
510385 Gaúcha do Norte;2.0;2.0;0.0;1.0;0.0;0.0;0.0;5.0
510390 General Carneiro;0.0;2.0;0.0;1.0;0.0;0.0;0.0;3.0
510395 Glória D'Oeste;1.0;1.0;0.0;0.0;0.0;0.0;0.0;2.0
510410 Guarantã do Norte;0.0;10.0;2.0;2.0;0.0;0.0;0.0;14.0
510420 Guiratinga;0.0;6.0;0.0;1.0;0.0;0.0;0.0;7.0
510450 Indiavaí;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0
510452 Ipiranga do Norte;1.0;2.0;1.0;0.0;0.0;0.0;0.0;4.0
510454 Itanhangá;2.0;3.0;0.0;0.0;0.0;0.0;0.0;5.0
510455 Itaúba;0.0;1.0;0.0;1.0;0.0;0.0;0.0;2.0
510460 Itiquira;0.0;5.0;0.0;1.0;0.0;1.0;0.0;7.0
510480 Jaciara;0.0;8.0;0.0;2.0;0.0;0.0;0.0;10.0
510490 Jangada;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
510500 Jauru;1.0;4.0;0.0;1.0;0.0;0.0;0.0;6.0
510510 Juara;6.0;10.0;0.0;3.0;0.0;0.0;0.0;19.0
510515 Juína;2.0;14.0;1.0;4.0;0.0;0.0;0.0;21.0
510517 Juruena;0.0;4.0;0.0;1.0;0.0;0.0;0.0;5.0
510520 Juscimeira;3.0;4.0;0.0;1.0;0.0;0.0;0.0;8.0
510523 Lambari D'Oeste;1.0;2.0;0.0;0.0;0.0;0.0;0.0;3.0
510525 Lucas do Rio Verde;0.0;18.0;0.0;1.0;0.0;0.0;0.0;19.0
510530 Luciara;1.0;2.0;0.0;0.0;0.0;0.0;0.0;3.0
510558 Marcelândia;0.0;4.0;0.0;1.0;0.0;0.0;0.0;5.0
510560 Matupá;2.0;6.0;0.0;2.0;0.0;0.0;0.0;10.0
510562 Mirassol d'Oeste;2.0;7.0;0.0;2.0;0.0;0.0;0.0;11.0
510590 Nobres;1.0;5.0;0.0;1.0;0.0;0.0;0.0;7.0
510600 Nortelândia;0.0;3.0;2.0;0.0;0.0;0.0;0.0;5.0
510610 Nossa Senhora do Livramento;2.0;3.0;0.0;1.0;0.0;0.0;0.0;6.0
510615 Nova Bandeirantes;2.0;5.0;0.0;1.0;0.0;0.0;0.0;8.0
510620 Nova Brasilândia;1.0;2.0;0.0;0.0;0.0;0.0;0.0;3.0
510621 Nova Canaã do Norte;3.0;4.0;0.0;0.0;0.0;0.0;0.0;7.0
510880 Nova Guarita;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0
510618 Nova Lacerda;1.0;3.0;0.0;0.0;0.0;0.0;0.0;4.0
510885 Nova Marilândia;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0
510890 Nova Maringá;0.0;4.0;0.0;0.0;0.0;0.0;0.0;4.0
510895 Nova Monte Verde;1.0;3.0;0.0;0.0;0.0;0.0;0.0;4.0
510622 Nova Mutum;2.0;11.0;1.0;2.0;0.0;0.0;0.0;16.0
510617 Nova Nazaré;0.0;3.0;0.0;0.0;0.0;0.0;0.0;3.0
510623 Nova Olímpia;0.0;6.0;0.0;1.0;0.0;0.0;0.0;7.0
510619 Nova Santa Helena;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0
